Red - 35, Green - 33, Blue - 36
Red - 65, Green - 60, Blue - 54
Red - 68, Green - 61, Blue - 55
Red - 67, Green - 60, Blue - 54
Red - 67, Green - 60, Blue - 54
Red - 66, Green - 59, Blue - 53
Red - 66, Green - 59, Blue - 53
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 66, Green - 59, Blue - 51
Red - 66, Green - 59, Blue - 51
Red - 66, Green - 59, Blue - 51
Red - 66, Green - 59, Blue - 51
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 65, Green - 58, Blue - 50
Red - 66, Green - 59, Blue - 51
Red - 62, Green - 55, Blue - 47
Red - 67, Green - 60, Blue - 52
Red - 65, Green - 58, Blue - 50
Red - 46, Green - 39, Blue - 31
Red - 61, Green - 54, Blue - 46
Red - 64, Green - 57, Blue - 49
Red - 78, Green - 71, Blue - 63
Red - 54, Green - 47, Blue - 37
Red - 47, Green - 40, Blue - 30
Red - 97, Green - 90, Blue - 80
Red - 86, Green - 79, Blue - 69
Red - 87, Green - 80, Blue - 70
Red - 87, Green - 80, Blue - 70
Red - 87, Green - 80, Blue - 70
Red - 85, Green - 78, Blue - 68
Red - 92, Green - 85, Blue - 75
Red - 84, Green - 77, Blue - 67
Red - 84, Green - 77, Blue - 67
Red - 84, Green - 77, Blue - 67
Red - 90, Green - 83, Blue - 73
Red - 96, Green - 89, Blue - 79
Red - 76, Green - 69, Blue - 59
Red - 75, Green - 69, Blue - 57
Red - 95, Green - 89, Blue - 77
Red - 79, Green - 73, Blue - 61
Red - 80, Green - 74, Blue - 62
Red - 80, Green - 74, Blue - 62
Red - 80, Green - 74, Blue - 62
Red - 96, Green - 90, Blue - 78
Red - 77, Green - 71, Blue - 59
Red - 82, Green - 76, Blue - 64
Red - 82, Green - 76, Blue - 64
Red - 84, Green - 78, Blue - 66
Red - 85, Green - 79, Blue - 67
Red - 86, Green - 80, Blue - 68
Red - 87, Green - 81, Blue - 69
Red - 87, Green - 80, Blue - 70
Red - 86, Green - 79, Blue - 69
Red - 86, Green - 79, Blue - 69
Red - 87, Green - 80, Blue - 70
Red - 88, Green - 81, Blue - 71
Red - 88, Green - 81, Blue - 71
Red - 88, Green - 81, Blue - 71
Red - 89, Green - 82, Blue - 72
Red - 90, Green - 83, Blue - 73
Red - 91, Green - 84, Blue - 74
Red - 94, Green - 87, Blue - 77
Red - 87, Green - 80, Blue - 70
Red - 95, Green - 88, Blue - 78
Red - 97, Green - 90, Blue - 80
Red - 86, Green - 79, Blue - 69
Red - 83, Green - 76, Blue - 66
Red - 105, Green - 98, Blue - 88
Red - 69, Green - 62, Blue - 52
Red - 69, Green - 62, Blue - 52
Red - 101, Green - 94, Blue - 84
Red - 116, Green - 110, Blue - 98
Red - 27, Green - 21, Blue - 9
Red - 56, Green - 50, Blue - 38
Red - 119, Green - 113, Blue - 101
Red - 92, Green - 86, Blue - 74
Red - 102, Green - 96, Blue - 84
Red - 97, Green - 91, Blue - 79
Red - 98, Green - 92, Blue - 80
Red - 100, Green - 93, Blue - 83
Red - 101, Green - 94, Blue - 84
Red - 100, Green - 93, Blue - 85
Red - 98, Green - 91, Blue - 83
Red - 96, Green - 89, Blue - 81
Red - 94, Green - 87, Blue - 79
Red - 94, Green - 88, Blue - 76
Red - 96, Green - 88, Blue - 75
Red - 101, Green - 93, Blue - 80
Red - 114, Green - 106, Blue - 93
Red - 123, Green - 115, Blue - 102
Red - 101, Green - 93, Blue - 80
Red - 105, Green - 97, Blue - 84
Red - 96, Green - 88, Blue - 75
Red - 111, Green - 105, Blue - 91
Red - 118, Green - 112, Blue - 98
Red - 100, Green - 94, Blue - 82
Red - 98, Green - 92, Blue - 80
Red - 104, Green - 98, Blue - 86
Red - 100, Green - 94, Blue - 82
Red - 104, Green - 98, Blue - 86
Red - 102, Green - 96, Blue - 84
Red - 102, Green - 96, Blue - 84
Red - 102, Green - 96, Blue - 84
Red - 102, Green - 96, Blue - 84
Red - 102, Green - 96, Blue - 84
Red - 103, Green - 97, Blue - 85
Red - 103, Green - 97, Blue - 85
Red - 103, Green - 97, Blue - 85
Red - 103, Green - 97, Blue - 85
Red - 105, Green - 98, Blue - 88
Red - 105, Green - 98, Blue - 88
Red - 62, Green - 61, Blue - 56
Red - 65, Green - 64, Blue - 59
Red - 65, Green - 64, Blue - 59
Red - 61, Green - 60, Blue - 55
Red - 59, Green - 58, Blue - 53
Red - 61, Green - 60, Blue - 55
Red - 63, Green - 62, Blue - 57
Red - 62, Green - 61, Blue - 56
Red - 61, Green - 60, Blue - 55
Red - 64, Green - 63, Blue - 58
Red - 61, Green - 60, Blue - 55
Red - 58, Green - 57, Blue - 52
Red - 59, Green - 58, Blue - 53
Red - 71, Green - 70, Blue - 65
Red - 54, Green - 53, Blue - 48
Red - 65, Green - 64, Blue - 59
Red - 63, Green - 60, Blue - 55
Red - 62, Green - 57, Blue - 53
Red - 72, Green - 67, Blue - 63
Red - 69, Green - 64, Blue - 60
Red - 50, Green - 45, Blue - 41
Red - 70, Green - 65, Blue - 61
Red - 70, Green - 65, Blue - 61
Red - 70, Green - 65, Blue - 61
Red - 66, Green - 61, Blue - 57
Red - 67, Green - 62, Blue - 58
Red - 67, Green - 62, Blue - 58
Red - 66, Green - 61, Blue - 57
Red - 65, Green - 60, Blue - 56
Red - 65, Green - 60, Blue - 56
Red - 67, Green - 62, Blue - 58
Red - 67, Green - 64, Blue - 59
Red - 66, Green - 65, Blue - 61
Red - 74, Green - 73, Blue - 69
Red - 47, Green - 46, Blue - 42
Red - 21, Green - 20, Blue - 16
Red - 68, Green - 67, Blue - 63
Red - 67, Green - 66, Blue - 62
Red - 40, Green - 39, Blue - 35
Red - 48, Green - 47, Blue - 43
Red - 61, Green - 60, Blue - 56
Red - 58, Green - 57, Blue - 53
Red - 56, Green - 55, Blue - 51
Red - 56, Green - 55, Blue - 51
Red - 58, Green - 57, Blue - 53
Red - 59, Green - 58, Blue - 54
Red - 59, Green - 58, Blue - 54
Red - 57, Green - 56, Blue - 52
Red - 57, Green - 58, Blue - 53
Red - 57, Green - 58, Blue - 53
Red - 57, Green - 58, Blue - 53
Red - 57, Green - 58, Blue - 53
Red - 58, Green - 57, Blue - 53
Red - 59, Green - 58, Blue - 54
Red - 59, Green - 58, Blue - 54
Red - 59, Green - 58, Blue - 54
Red - 58, Green - 57, Blue - 53
Red - 60, Green - 59, Blue - 55
Red - 62, Green - 58, Blue - 55
Red - 59, Green - 55, Blue - 52
Red - 60, Green - 56, Blue - 53
Red - 62, Green - 58, Blue - 55
Red - 61, Green - 57, Blue - 54
Red - 58, Green - 54, Blue - 51
Red - 66, Green - 61, Blue - 58
Red - 52, Green - 47, Blue - 44
Red - 68, Green - 63, Blue - 59
Red - 59, Green - 54, Blue - 50
Red - 63, Green - 58, Blue - 52
Red - 66, Green - 61, Blue - 55
Red - 60, Green - 55, Blue - 49
Red - 50, Green - 45, Blue - 39
Red - 76, Green - 71, Blue - 65
Red - 71, Green - 66, Blue - 60
Red - 67, Green - 62, Blue - 56
Red - 68, Green - 63, Blue - 57
Red - 69, Green - 64, Blue - 60
Red - 69, Green - 64, Blue - 60
Red - 68, Green - 63, Blue - 60
Red - 68, Green - 63, Blue - 59
Red - 66, Green - 61, Blue - 57
Red - 70, Green - 65, Blue - 59
Red - 72, Green - 65, Blue - 57
Red - 52, Green - 45, Blue - 35
Red - 52, Green - 44, Blue - 33
Red - 167, Green - 159, Blue - 146
Red - 181, Green - 172, Blue - 157
Red - 130, Green - 121, Blue - 104
Red - 57, Green - 48, Blue - 31
Red - 43, Green - 35, Blue - 16
Red - 90, Green - 82, Blue - 63
Red - 54, Green - 47, Blue - 28
Red - 71, Green - 64, Blue - 45
Red - 93, Green - 86, Blue - 68
Red - 96, Green - 89, Blue - 71
Red - 67, Green - 60, Blue - 42
Red - 91, Green - 82, Blue - 65
Red - 182, Green - 173, Blue - 156
Red - 165, Green - 156, Blue - 139
Red - 171, Green - 162, Blue - 145
Red - 170, Green - 163, Blue - 147
Red - 150, Green - 143, Blue - 127
Red - 156, Green - 150, Blue - 136
Red - 148, Green - 145, Blue - 130
Red - 145, Green - 142, Blue - 127
Red - 141, Green - 138, Blue - 123
Red - 144, Green - 140, Blue - 128
Red - 148, Green - 144, Blue - 132
Red - 147, Green - 143, Blue - 132
Red - 151, Green - 147, Blue - 136
Red - 155, Green - 151, Blue - 142
Red - 154, Green - 150, Blue - 141
Red - 163, Green - 156, Blue - 150
Red - 189, Green - 180, Blue - 175
Red - 232, Green - 221, Blue - 215
Red - 169, Green - 156, Blue - 147
Red - 135, Green - 121, Blue - 108
Red - 182, Green - 169, Blue - 152
Red - 228, Green - 212, Blue - 196
Red - 102, Green - 86, Blue - 70
Red - 85, Green - 72, Blue - 56
Red - 189, Green - 175, Blue - 162
Red - 245, Green - 233, Blue - 221
Red - 45, Green - 35, Blue - 25
Red - 55, Green - 49, Blue - 37
Red - 65, Green - 61, Blue - 49
Red - 63, Green - 61, Blue - 48
Red - 67, Green - 63, Blue - 52
Red - 69, Green - 60, Blue - 53
Red - 67, Green - 58, Blue - 51
Red - 67, Green - 58, Blue - 53
Red - 68, Green - 59, Blue - 54
Red - 61, Green - 54, Blue - 48
Red - 74, Green - 66, Blue - 63
Red - 65, Green - 60, Blue - 57
Red - 61, Green - 57, Blue - 54
Red - 64, Green - 59, Blue - 56
Red - 66, Green - 61, Blue - 58
Red - 64, Green - 59, Blue - 55
Red - 63, Green - 58, Blue - 54
Red - 67, Green - 59, Blue - 56
Red - 67, Green - 60, Blue - 54
Red - 66, Green - 57, Blue - 52
Red - 64, Green - 57, Blue - 51
Red - 66, Green - 59, Blue - 53
Red - 64, Green - 59, Blue - 53
Red - 64, Green - 59, Blue - 53
Red - 65, Green - 60, Blue - 54
Red - 67, Green - 60, Blue - 54
Red - 67, Green - 60, Blue - 54
Red - 66, Green - 59, Blue - 51
Red - 65, Green - 58, Blue - 50
Red - 62, Green - 55, Blue - 47
Red - 63, Green - 56, Blue - 48
Red - 63, Green - 56, Blue - 48
Red - 62, Green - 55, Blue - 47
Red - 60, Green - 53, Blue - 47
Red - 62, Green - 55, Blue - 49
Red - 49, Green - 44, Blue - 38
Red - 81, Green - 77, Blue - 68
Red - 82, Green - 75, Blue - 67
Red - 78, Green - 71, Blue - 63
Red - 37, Green - 30, Blue - 20
Red - 89, Green - 82, Blue - 72
Red - 93, Green - 87, Blue - 75
Red - 88, Green - 82, Blue - 70
Red - 82, Green - 76, Blue - 64
Red - 89, Green - 83, Blue - 71
Red - 86, Green - 80, Blue - 68
Red - 88, Green - 82, Blue - 70
Red - 85, Green - 79, Blue - 67
Red - 90, Green - 84, Blue - 72
Red - 87, Green - 80, Blue - 70
Red - 88, Green - 81, Blue - 71
Red - 95, Green - 88, Blue - 80
Red - 74, Green - 67, Blue - 57
Red - 78, Green - 70, Blue - 59
Red - 98, Green - 90, Blue - 79
Red - 83, Green - 75, Blue - 64
Red - 88, Green - 80, Blue - 69
Red - 73, Green - 65, Blue - 54
Red - 89, Green - 81, Blue - 70
Red - 84, Green - 75, Blue - 66
Red - 85, Green - 76, Blue - 67
Red - 83, Green - 74, Blue - 65
Red - 84, Green - 75, Blue - 66
Red - 86, Green - 77, Blue - 68
Red - 87, Green - 78, Blue - 69
Red - 87, Green - 78, Blue - 69
Red - 87, Green - 78, Blue - 69
Red - 87, Green - 78, Blue - 71
Red - 88, Green - 79, Blue - 70
Red - 87, Green - 80, Blue - 70
Red - 88, Green - 81, Blue - 71
Red - 89, Green - 82, Blue - 72
Red - 90, Green - 83, Blue - 73
Red - 89, Green - 82, Blue - 72
Red - 90, Green - 83, Blue - 73
Red - 91, Green - 84, Blue - 74
Red - 92, Green - 85, Blue - 75
Red - 94, Green - 87, Blue - 77
Red - 91, Green - 84, Blue - 74
Red - 92, Green - 85, Blue - 75
Red - 95, Green - 88, Blue - 78
Red - 93, Green - 86, Blue - 76
Red - 89, Green - 82, Blue - 72
Red - 92, Green - 85, Blue - 75
Red - 99, Green - 92, Blue - 82
Red - 49, Green - 42, Blue - 32
Red - 89, Green - 82, Blue - 72
Red - 119, Green - 112, Blue - 102
Red - 71, Green - 64, Blue - 54
Red - 24, Green - 17, Blue - 7
Red - 112, Green - 105, Blue - 95
Red - 102, Green - 95, Blue - 85
Red - 101, Green - 94, Blue - 84
Red - 99, Green - 92, Blue - 82
Red - 99, Green - 92, Blue - 82
Red - 99, Green - 92, Blue - 82
Red - 100, Green - 93, Blue - 83
Red - 101, Green - 94, Blue - 84
Red - 101, Green - 94, Blue - 84
Red - 99, Green - 92, Blue - 82
Red - 97, Green - 90, Blue - 80
Red - 94, Green - 87, Blue - 77
Red - 101, Green - 94, Blue - 84
Red - 83, Green - 77, Blue - 65
Red - 117, Green - 111, Blue - 99
Red - 122, Green - 114, Blue - 103
Red - 105, Green - 97, Blue - 86
Red - 106, Green - 98, Blue - 85
Red - 103, Green - 95, Blue - 82
Red - 95, Green - 87, Blue - 74
Red - 124, Green - 116, Blue - 103
Red - 108, Green - 100, Blue - 87
Red - 98, Green - 90, Blue - 77
Red - 107, Green - 101, Blue - 89
Red - 101, Green - 95, Blue - 83
Red - 98, Green - 94, Blue - 82
Red - 105, Green - 99, Blue - 87
Red - 104, Green - 98, Blue - 86
Red - 104, Green - 96, Blue - 85
Red - 103, Green - 95, Blue - 84
Red - 104, Green - 96, Blue - 85
Red - 106, Green - 98, Blue - 87
Red - 107, Green - 99, Blue - 88
Red - 106, Green - 98, Blue - 87
Red - 105, Green - 97, Blue - 86
Red - 105, Green - 97, Blue - 86
Red - 105, Green - 97, Blue - 86
Red - 63, Green - 62, Blue - 57
Red - 65, Green - 64, Blue - 59
Red - 65, Green - 64, Blue - 59
Red - 61, Green - 60, Blue - 55
Red - 60, Green - 59, Blue - 54
Red - 62, Green - 61, Blue - 56
Red - 63, Green - 62, Blue - 57
Red - 62, Green - 61, Blue - 56
Red - 62, Green - 61, Blue - 56
Red - 64, Green - 63, Blue - 58
Red - 60, Green - 59, Blue - 54
Red - 59, Green - 58, Blue - 53
Red - 63, Green - 62, Blue - 57
Red - 67, Green - 66, Blue - 61
Red - 57, Green - 56, Blue - 51
Red - 65, Green - 64, Blue - 59
Red - 63, Green - 58, Blue - 54
Red - 66, Green - 61, Blue - 57
Red - 74, Green - 69, Blue - 65
Red - 64, Green - 59, Blue - 55
Red - 53, Green - 48, Blue - 44
Red - 71, Green - 66, Blue - 62
Red - 71, Green - 66, Blue - 62
Red - 69, Green - 64, Blue - 60
Red - 66, Green - 61, Blue - 57
Red - 67, Green - 62, Blue - 58
Red - 67, Green - 62, Blue - 58
Red - 67, Green - 62, Blue - 58
Red - 66, Green - 61, Blue - 57
Red - 66, Green - 61, Blue - 57
Red - 67, Green - 62, Blue - 58
Red - 67, Green - 64, Blue - 59
Red - 65, Green - 61, Blue - 58
Red - 81, Green - 80, Blue - 76
Red - 28, Green - 27, Blue - 23
Red - 42, Green - 41, Blue - 37
Red - 61, Green - 60, Blue - 56
Red - 66, Green - 65, Blue - 61
Red - 40, Green - 39, Blue - 35
Red - 53, Green - 52, Blue - 48
Red - 60, Green - 59, Blue - 55
Red - 58, Green - 57, Blue - 53
Red - 56, Green - 55, Blue - 51
Red - 57, Green - 56, Blue - 52
Red - 59, Green - 58, Blue - 54
Red - 60, Green - 59, Blue - 55
Red - 59, Green - 58, Blue - 54
Red - 58, Green - 57, Blue - 53
Red - 58, Green - 59, Blue - 54
Red - 58, Green - 59, Blue - 54
Red - 58, Green - 59, Blue - 54
Red - 58, Green - 59, Blue - 54
Red - 60, Green - 59, Blue - 55
Red - 60, Green - 59, Blue - 55
Red - 60, Green - 59, Blue - 55
Red - 60, Green - 59, Blue - 55
Red - 59, Green - 58, Blue - 54
Red - 61, Green - 60, Blue - 56
Red - 62, Green - 58, Blue - 55
Red - 60, Green - 56, Blue - 53
Red - 60, Green - 56, Blue - 53
Red - 61, Green - 57, Blue - 54
Red - 61, Green - 57, Blue - 54
Red - 58, Green - 54, Blue - 51
Red - 68, Green - 63, Blue - 60
Red - 53, Green - 48, Blue - 45
Red - 64, Green - 59, Blue - 55
Red - 62, Green - 57, Blue - 53
Red - 63, Green - 58, Blue - 52
Red - 68, Green - 63, Blue - 57
Red - 53, Green - 48, Blue - 42
Red - 58, Green - 53, Blue - 47
Red - 77, Green - 72, Blue - 66
Red - 72, Green - 67, Blue - 61
Red - 69, Green - 64, Blue - 58
Red - 70, Green - 65, Blue - 59
Red - 72, Green - 67, Blue - 63
Red - 71, Green - 66, Blue - 62
Red - 71, Green - 66, Blue - 63
Red - 72, Green - 67, Blue - 63
Red - 74, Green - 69, Blue - 65
Red - 68, Green - 64, Blue - 55
Red - 73, Green - 66, Blue - 58
Red - 50, Green - 44, Blue - 32
Red - 214, Green - 206, Blue - 195
Red - 184, Green - 177, Blue - 161
Red - 35, Green - 26, Blue - 11
Red - 56, Green - 47, Blue - 30
Red - 44, Green - 36, Blue - 17
Red - 9, Green - 1, Blue - 0
Red - 34, Green - 26, Blue - 7
Red - 82, Green - 74, Blue - 55
Red - 69, Green - 62, Blue - 43
Red - 102, Green - 95, Blue - 76
Red - 145, Green - 138, Blue - 120
Red - 164, Green - 157, Blue - 139
Red - 101, Green - 92, Blue - 75
Red - 133, Green - 124, Blue - 107
Red - 117, Green - 108, Blue - 91
Red - 136, Green - 129, Blue - 111
Red - 134, Green - 127, Blue - 109
Red - 137, Green - 132, Blue - 113
Red - 120, Green - 117, Blue - 100
Red - 131, Green - 128, Blue - 111
Red - 137, Green - 134, Blue - 119
Red - 136, Green - 133, Blue - 118
Red - 141, Green - 137, Blue - 125
Red - 146, Green - 142, Blue - 131
Red - 147, Green - 143, Blue - 134
Red - 150, Green - 146, Blue - 137
Red - 156, Green - 152, Blue - 143
Red - 156, Green - 151, Blue - 145
Red - 163, Green - 155, Blue - 153
Red - 187, Green - 179, Blue - 177
Red - 248, Green - 237, Blue - 233
Red - 255, Green - 253, Blue - 244
Red - 198, Green - 186, Blue - 172
Red - 119, Green - 106, Blue - 90
Red - 151, Green - 138, Blue - 121
Red - 197, Green - 184, Blue - 168
Red - 125, Green - 111, Blue - 98
Red - 210, Green - 198, Blue - 186
Red - 200, Green - 190, Blue - 180
Red - 39, Green - 31, Blue - 20
Red - 66, Green - 59, Blue - 49
Red - 66, Green - 62, Blue - 50
Red - 65, Green - 63, Blue - 50
Red - 61, Green - 59, Blue - 46
Red - 61, Green - 52, Blue - 43
Red - 68, Green - 59, Blue - 52
Red - 69, Green - 60, Blue - 55
Red - 77, Green - 68, Blue - 63
Red - 69, Green - 62, Blue - 56
Red - 62, Green - 54, Blue - 51
Red - 64, Green - 59, Blue - 56
Red - 71, Green - 66, Blue - 63
Red - 67, Green - 62, Blue - 59
Red - 62, Green - 57, Blue - 54
Red - 68, Green - 63, Blue - 59
Red - 71, Green - 63, Blue - 60
Red - 62, Green - 54, Blue - 51
Red - 64, Green - 57, Blue - 51
Red - 70, Green - 61, Blue - 56
Red - 63, Green - 56, Blue - 50
Red - 68, Green - 60, Blue - 57
Red - 65, Green - 60, Blue - 56
Red - 64, Green - 59, Blue - 53
Red - 63, Green - 58, Blue - 52
Red - 65, Green - 58, Blue - 52
Red - 63, Green - 56, Blue - 50
Red - 61, Green - 54, Blue - 46
Red - 59, Green - 52, Blue - 44
Red - 64, Green - 57, Blue - 49
Red - 64, Green - 57, Blue - 49
Red - 65, Green - 58, Blue - 50
Red - 66, Green - 59, Blue - 51
Red - 67, Green - 60, Blue - 54
Red - 69, Green - 62, Blue - 56
Red - 53, Green - 48, Blue - 42
Red - 81, Green - 76, Blue - 70
Red - 82, Green - 75, Blue - 67
Red - 82, Green - 75, Blue - 67
Red - 35, Green - 28, Blue - 18
Red - 89, Green - 82, Blue - 72
Red - 93, Green - 87, Blue - 75
Red - 89, Green - 83, Blue - 71
Red - 84, Green - 78, Blue - 66
Red - 88, Green - 82, Blue - 70
Red - 86, Green - 80, Blue - 68
Red - 89, Green - 83, Blue - 71
Red - 86, Green - 80, Blue - 68
Red - 90, Green - 84, Blue - 72
Red - 87, Green - 80, Blue - 70
Red - 88, Green - 81, Blue - 71
Red - 95, Green - 88, Blue - 80
Red - 79, Green - 72, Blue - 62
Red - 81, Green - 72, Blue - 63
Red - 97, Green - 89, Blue - 78
Red - 85, Green - 77, Blue - 66
Red - 87, Green - 79, Blue - 68
Red - 79, Green - 71, Blue - 60
Red - 88, Green - 80, Blue - 69
Red - 86, Green - 77, Blue - 68
Red - 85, Green - 76, Blue - 67
Red - 84, Green - 75, Blue - 66
Red - 86, Green - 77, Blue - 68
Red - 87, Green - 78, Blue - 69
Red - 88, Green - 79, Blue - 70
Red - 88, Green - 79, Blue - 72
Red - 88, Green - 79, Blue - 72
Red - 89, Green - 80, Blue - 73
Red - 89, Green - 80, Blue - 73
Red - 88, Green - 81, Blue - 71
Red - 89, Green - 82, Blue - 72
Red - 90, Green - 83, Blue - 73
Red - 90, Green - 83, Blue - 73
Red - 90, Green - 83, Blue - 73
Red - 90, Green - 83, Blue - 73
Red - 91, Green - 84, Blue - 74
Red - 92, Green - 85, Blue - 75
Red - 93, Green - 86, Blue - 76
Red - 90, Green - 83, Blue - 73
Red - 92, Green - 85, Blue - 75
Red - 95, Green - 88, Blue - 78
Red - 94, Green - 87, Blue - 77
Red - 91, Green - 84, Blue - 74
Red - 94, Green - 87, Blue - 77
Red - 101, Green - 94, Blue - 84
Red - 45, Green - 38, Blue - 28
Red - 96, Green - 89, Blue - 79
Red - 109, Green - 102, Blue - 92
Red - 92, Green - 85, Blue - 75
Red - 15, Green - 8, Blue - 0
Red - 95, Green - 88, Blue - 78
Red - 118, Green - 111, Blue - 101
Red - 99, Green - 92, Blue - 82
Red - 100, Green - 93, Blue - 83
Red - 100, Green - 93, Blue - 83
Red - 100, Green - 93, Blue - 83
Red - 101, Green - 94, Blue - 84
Red - 102, Green - 95, Blue - 85
Red - 102, Green - 95, Blue - 85
Red - 100, Green - 93, Blue - 83
Red - 98, Green - 91, Blue - 81
Red - 96, Green - 92, Blue - 83
Red - 99, Green - 95, Blue - 86
Red - 93, Green - 86, Blue - 76
Red - 107, Green - 100, Blue - 90
Red - 126, Green - 118, Blue - 107
Red - 107, Green - 99, Blue - 88
Red - 107, Green - 99, Blue - 86
Red - 101, Green - 93, Blue - 80
Red - 97, Green - 89, Blue - 76
Red - 119, Green - 111, Blue - 98
Red - 114, Green - 106, Blue - 93
Red - 99, Green - 91, Blue - 78
Red - 105, Green - 99, Blue - 87
Red - 101, Green - 95, Blue - 83
Red - 101, Green - 97, Blue - 85
Red - 103, Green - 99, Blue - 87
Red - 106, Green - 98, Blue - 87
Red - 105, Green - 97, Blue - 86
Red - 104, Green - 96, Blue - 85
Red - 105, Green - 97, Blue - 86
Red - 106, Green - 98, Blue - 87
Red - 107, Green - 99, Blue - 88
Red - 106, Green - 98, Blue - 87
Red - 105, Green - 97, Blue - 86
Red - 106, Green - 98, Blue - 87
Red - 107, Green - 99, Blue - 88
Red - 64, Green - 63, Blue - 58
Red - 65, Green - 64, Blue - 59
Red - 65, Green - 64, Blue - 59
Red - 62, Green - 61, Blue - 56
Red - 61, Green - 60, Blue - 55
Red - 62, Green - 61, Blue - 56
Red - 63, Green - 62, Blue - 57
Red - 63, Green - 62, Blue - 57
Red - 63, Green - 62, Blue - 57
Red - 63, Green - 62, Blue - 57
Red - 59, Green - 58, Blue - 53
Red - 61, Green - 60, Blue - 55
Red - 68, Green - 67, Blue - 62
Red - 60, Green - 59, Blue - 54
Red - 62, Green - 61, Blue - 56
Red - 64, Green - 63, Blue - 58
Red - 63, Green - 58, Blue - 54
Red - 72, Green - 67, Blue - 63
Red - 75, Green - 70, Blue - 66
Red - 56, Green - 51, Blue - 47
Red - 59, Green - 54, Blue - 50
Red - 72, Green - 67, Blue - 63
Red - 73, Green - 68, Blue - 64
Red - 69, Green - 64, Blue - 60
Red - 68, Green - 63, Blue - 59
Red - 68, Green - 63, Blue - 59
Red - 67, Green - 62, Blue - 58
Red - 68, Green - 63, Blue - 59
Red - 68, Green - 63, Blue - 59
Red - 68, Green - 63, Blue - 59
Red - 68, Green - 63, Blue - 59
Red - 66, Green - 63, Blue - 58
Red - 66, Green - 62, Blue - 59
Red - 78, Green - 77, Blue - 73
Red - 14, Green - 13, Blue - 9
Red - 59, Green - 58, Blue - 54
Red - 61, Green - 60, Blue - 56
